id,user,fecha,tweet,pais,miedo,ira,expectante,confianza,sorpresa,tristeza,repulsion,alegria,positivo,negativo,emociones,polaridad,palabra,emocion,puntuacion
21473,extremely online girl explains deep jojo siwa lore,2024-06-20 20:41:23,"Oigan hace rato fui a platicar con alumnos de diseño gráfico de una uni aquí en Puebla y les dije que tengo depresión crónica, nunca gano suficiente dinero y vivo en la inseguridad laboral pero el diseño es mi pasión!!! No me atreví a mentirles la vdd",Mexico,1,1,2,4,1,1,0,2,3,2,['confianza'],positivo,pasión,expectante,0.633
21474,José Luis Escalera,2024-06-20 16:05:32,"Ahora en México si hablas de corrupción, inseguridad, militarización, daños ambientales, errores en el sector energético, autoritarismo, deterioro institucional, presidencialismo, desabasto de medicamentos, acoso a los medios y negocios al amparo del poder eres  de ultraderecha.",Mexico,3,2,0,0,0,2,3,0,1,4,"['miedo', 'repulsion']",negativo,acoso,repulsion,0.914
21482,Tio,2024-06-18 21:16:30,"La única que debería estar presa y de por vida es Diana Salazar por joder tanto al país y dejar que políticos con poder que la pusieron en ese puesto estén impunes. 

Por cierto ya van más de tres años con esta crisis de inseguridad y ningún narco está preso. ",Ecuador,3,0,0,0,0,0,2,0,0,5,['miedo'],negativo,crisis,miedo,0.766
21483,Edu Rivera,2024-06-18 18:37:54,"México ya no puede exportar aguacate  y mango  a Estados Unidos, hasta solucionar el problema de inseguridad… no sucederá en este sexenio que termina ni en el que viene porque simplemente han optado por cerrar los ojos.

No atendieron las causas y hay cada vez más efectos.",Mexico,1,0,0,0,0,1,0,0,0,1,"['miedo', 'tristeza']",negativo,problema,tristeza,0.438
21778,David Ghitis,2024-06-18 01:59:07,El gobierno abandonó a los pobladores del Cauca y Valle del Cauca. La inseguridad pulula y el gobierno gastando plata en viajes de ida y vuelta a Europa a decir que fue a decir que no iba a ir.,Mexico,3,0,0,0,0,0,0,0,0,3,['miedo'],negativo,inseguridad,miedo,0.484
21785,Gorda insegura,2024-06-18 01:50:50,"La dismorfia corporal no solo se trata de odiar tu cuerpo, sino que tambien trata de usar ropa holgada para ocultar tu inseguridad, no poder concentrarte en nada porque estas tan consumida por los pensamientos de como se ve tu cuerpo y miedo a que la gente juzgue tu cuerpo",EEUU,5,0,1,0,1,4,3,0,0,7,['miedo'],negativo,miedo,miedo,0.828
21786,Daniel Bejarano,2024-06-18 01:16:26,"Paloma Valencia, Miguel Uribe y el Centro Democrático hacen un debate en el Senado sobre la inseguridad del país, pero los soportes que presentan son gráficas con los pésimos resultados del gobierno Duque. 

No se ayudan.",EEUU,2,0,0,0,0,0,0,0,1,3,['miedo'],negativo,inseguridad,miedo,0.484
21787,Alejo Vergel,2024-06-17 22:14:54,"Paloma Valencia, Miguel Uribe y el Centro Democrático hacen un debate en el Senado por la inseguridad en el país y muestran puras gráficas que demuestran que ellos con Duque le entregaron todo el territorio colombiano a los terroristas y fueron terribles a la hora de",EEUU,1,0,1,0,0,0,0,0,1,2,"['miedo', 'expectante']",negativo,inseguridad,miedo,0.484
21789,Fernando Canek,2024-06-17 17:54:31,"El sueño de Heberto Castillo era que todos tuviéramos acceso a la riqueza.

El sueño de la 4T es que todos estén conformes y contentos con la corrupción, la pobreza, la inseguridad y la falta de servicios.",Colombia,3,2,0,1,0,1,3,1,1,4,"['miedo', 'repulsion']",negativo,falta,repulsion,0.734
21790,Lolo Miño,2024-06-17 15:01:26,"""Nadie puede ser discriminado por su orientación sexual, pero el problema de la inseguridad en Ecuador es culpa del matrimonio gay"". 

Esto es impresentable.",Colombia,2,0,1,1,0,2,1,1,1,3,"['miedo', 'tristeza']",negativo,culpa,tristeza,0.75
21791,miel ♡,2024-06-16 20:41:10," mensajes de amor para junio
aries, cáncer, capricornio, libra (luna y venus)

“no te conformes con menos”.  un/a amigo/a presentándote a alguien. sintiéndote cansado/a de tu soltería. mala reputación. “todavía no”. sintiendo inseguridad o indecisión con respecto a lo que +",Colombia,2,2,0,0,0,1,1,1,1,4,"['miedo', 'ira']",negativo,cáncer,tristeza,0.875
21795,Francisco Martin Moreno,2024-06-14 19:38:54,"Sheinbaum ya comprobó la semana pasada el poder incontestable de los mercados que reaccionan virulentamente ante el menor aviso de inseguridad para sus inversionistas y, sin embargo, al insistir en la destrucción de las instituciones republicanas, aún así, deja entrever las",Mexico,1,1,0,1,0,0,1,0,1,3,"['miedo', 'ira', 'confianza', 'repulsion']",negativo,destrucción,miedo,0.797
21796,La FM,2024-06-14 18:25:37,"#LoÚltimo | El Consejo Turístico Colombiano afirmó que el actual panorama de inseguridad en diversas regiones del país está perjudicando el desarrollo del turismo. Indicó que “esto se refleja en la cancelación de reservas, la disminución de visitas, la reducción en el aforo y el",Mexico,2,0,1,1,0,0,0,0,1,3,['miedo'],negativo,inseguridad,miedo,0.484
21797,Dr. AXL  𝕏,2024-06-14 10:13:25,"En un año, cuando tu ciudad no salga de los primeros lugares en inseguridad, cuando se cuente la cantidad de muertos diarios, cuando te azote el desempleo, cuando se frene la competitividad y aumente la corrupción, acuérdate a quién le diste tu voto hoy.",Mexico,1,0,1,1,0,0,1,1,1,2,"['miedo', 'expectante', 'confianza', 'repulsion', 'alegria']",negativo,corrupción,repulsion,0.656
21798,Isabel Pérez Moñino,2024-06-14 07:57:22,"El mismo partido político que aprueba con la izquierda la regularización de 500 mil ilegales en el Congreso, nos dice en la Asamblea de Madrid, que la culpa de los centros de MENAs y de la inseguridad es de Sánchez. Y todavía hay quién quiere creérselo.",Mexico,1,0,0,0,0,1,1,0,0,2,"['miedo', 'tristeza', 'repulsion']",negativo,culpa,tristeza,0.75
22093,Gonzalo Aziz,2024-06-12 21:02:41,"Más allá de si la ley bases es buena o mala, lo q pasa fuera del congreso es una catástrofe.

Dirigentes q condujeron la Argentina al fracaso (pobreza, inflación, analfabetismo, inseguridad) convocando a una marcha y provocando incidentes contra un gob democrático. Lamentable.",Spain,4,2,0,2,1,3,4,0,0,5,"['miedo', 'repulsion']",negativo,catástrofe,miedo,0.953
22095,Luna Gil,2024-06-14 05:32:10,"Obradoristas hablando que votaron por Claudia para combatir la pobreza, marginación, inseguridad, muertes y corrupción??... 

... No que ya estaban mejor desde el primer minuto que llegó López Obrador y en sus bolsillos veían la diferencia y eran felices felices?? ",EEUU,2,1,0,0,0,1,2,0,0,3,"['miedo', 'repulsion']",negativo,pobreza,tristeza,0.69
22096,Santiago Ángel,2024-06-13 21:39:10,"Muy grande el reto del alcalde Galán en Bogotá con semejante nivel de inseguridad y de sicariatos. El problema es que estamos viendo cómo todos los días asesinan a alguien en la esquina, intentan secuestrar ciudadanos, robos en todas partes y la Alcaldía lenta.",EEUU,4,2,0,1,1,2,0,0,2,4,['miedo'],negativo,secuestrar,miedo,0.891
22100,•. ✦ .•,2024-06-12 18:57:11,"ahora con los likes privados, cómo filtramos a los cerdos?? y más a los que pasan desapercibidos porque “son majos” xdd qué inseguridad x dios",Argentina,1,0,0,0,0,0,0,0,0,1,['miedo'],negativo,inseguridad,miedo,0.484
22104,Gaby Moreira,2024-06-11 19:19:16,"Hoy fui víctima de acoso en el lugar que creí seguro para transportarse, el 
@MetrodeQuito
 y eso no es todo, el problema es que fue por parte de un POLICÍA, funcionario público que se supone que nos debe dar seguridad, no inseguridad.

RESUMEN ",Ecuador,4,2,1,1,0,3,1,1,2,4,['miedo'],negativo,acoso,repulsion,0.914
22110,Manuel Clouthier C.,2024-06-10 16:13:08,"Demasiados problemas heredará Claudia en lo fiscal, económico, inseguridad, Pemex etc. Para además andar batallando al viejo pinché que no se quiere ir y andará chinga y Jode a ella, a su gobierno y a los mexicanos",Mexico,2,0,0,0,0,0,0,0,0,2,['miedo'],negativo,inseguridad,miedo,0.484
22111,GONZALO OLIVEROS,2024-06-10 12:33:35,"281 muertes violentas solo en los últimos tres días en México 

Casi 100 al día

Los resortes que mueven al electorado puede que no sean la violencia y la inseguridad 

Pero eso no significa que el fracaso no exista 

Ahí está: golpeando a los mexicanos día a día",Mexico,2,1,0,1,0,2,1,0,0,3,"['miedo', 'tristeza']",negativo,violencia,miedo,0.812
22408,AramiVi,2024-06-07 10:41:44,"Cuando veo padres que se pasan exigiéndole a su hijo/a notas 5 de punta a punta en el colegio solo veo un futuro adulto/a con problemas de autoexigencia, síndrome del impostor y suma inseguridad en todo lo que va a a hacer ",Colombia,1,1,0,1,0,0,1,0,1,2,"['miedo', 'ira', 'confianza', 'repulsion']",negativo,impostor,repulsion,0.509
22413,Mª Jesús Álava Reyes,2024-06-09 18:04:47,"Cuando tengas dudas, no actúes y piensa; cuando no sepas qué hacer, para y reflexiona y cuando sientas inseguridad, analiza con lógica, llénate de confianza y recuerda que nadie nace sabio, pero la vida está llena de aprendizajes",Spain,1,0,0,1,0,0,0,0,2,1,"['miedo', 'confianza']",positivo,confianza,confianza,0.805
22415,Dr. Hector Rossete,2024-06-09 02:07:02,"La gente ya vivió el desabasto de medicamentos, la falta de quimioterapias, la tragedia de la pandemia, el desmantelamiento del sector salud, la inseguridad al máximo, la baja economía, la injusticia y la corrupción., sin embargo, eso NO les importó, votaron por darle continuidad",Spain,4,2,0,1,0,3,2,0,1,6,['miedo'],negativo,tragedia,tristeza,0.906
22416,Rubén Aguilar V.,2024-06-07 12:59:36,"El 76% del electorado considera que el problema más grave del país es la inseguridad, pero a la hora de votar no tomó en cuenta este tema. No hubo voto de castigo, para el gobierno más violento en la historia de México.",Mexico,6,4,3,4,2,3,2,2,2,8,['miedo'],negativo,violento,ira,0.844
22418,Hasbulla tatengue,2024-06-07 02:46:37,"Que inseguridad que hay en Rosario, tengo un amigo que va cada 6 meses y siempre se lo garchan",Paraguay,1,0,0,1,0,0,0,1,1,1,"['miedo', 'confianza', 'alegria']",neutro,amigo,confianza,0.75
22419,El Abraham chilletaX.,2024-06-07 02:35:41,"Lo que hice: dejé de comprar en tienditas donde colgaron lonas de morena.
Lo que haré: no darle ni un peso al viene viene, ni donde cargo gasolina, no prestar dinero y cuando escuche a alguien quejarse por lo caro o la inseguridad decirle pues disfruta lo votado.",Paraguay,2,1,2,2,2,1,1,2,2,2,"['miedo', 'expectante', 'confianza', 'sorpresa', 'alegria']",neutro,dinero,expectante,0.586
22420,Ricardo De Spirito Balbuena.,2024-06-07 00:57:26,"Cuando una persona está sana, emana un energía vital que es contagiosa y hasta atractiva, la gente se le acerca, emana seguridad, personalidad, lo escuchan....
Cuando una persona está enferma, aleja a las personas, se afea, emana inseguridad, se afea......
¿Y por qué sucede esto?",Paraguay,2,0,0,0,0,0,1,0,1,2,['miedo'],negativo,inseguridad,miedo,0.484
22425,jmolaizola sj,2024-06-05 21:28:12,"Te crees cada gesto de rechazo, cada falta de aprecio, cada sutil muestra de frialdad. Y te va sepultando una losa de inseguridad. No dejes que te pueda.",Spain,4,3,0,0,0,2,3,0,0,4,['miedo'],negativo,falta,repulsion,0.734
22775,Denise Meade Gaudry®,2024-06-04 00:51:22,"Ante la deserción de funcionaria de casilla por la inseguridad, Morena garantizó llenarlas,  junto con el 
@INEMexico
, de funcionarios que llenaran las actas que no cuadran con la votación, por eso no cuadran los números... qué sigue???
De eso sí estábamos advertidos, pero nos",Mexico,1,0,1,1,0,0,0,0,3,2,"['miedo', 'expectante', 'confianza']",positivo,votación,expectante,0.539
23060,Carlos Torres,2024-06-02 16:16:25,"Increíble 

No lo esperaba 

Pero Televisa - Fórmula - Imagen en el programa de nos queda la palabra, están poniéndole una madriza al gobierno de Morena y abiertamente a AMLO por la inseguridad.
El productor de narco series Epigmenio Ibarra nada más está pasando saliva.",Mexico,2,0,1,1,0,1,0,0,2,3,['miedo'],negativo,nada,tristeza,0.594
23061,Pascal,2024-06-02 14:14:33,"Dedicaré mi voto de hoy a los ciudadanos valientes de Chiapas, Michoacán, Guerrero y otras partes de nuestra gran República   que irán de forma libre a las urnas a pesar de las condiciones de inseguridad que padecen y han sido creadas por autoridades indolentes o cómplices",Mexico,1,0,2,2,0,0,0,1,2,2,"['expectante', 'confianza']",neutro,voto,confianza,0.781
23062,Gabriel Escobar,2024-06-02 02:26:44,"Qué desastre la seguridad de Bogotá. 

¿Alcalde 
@CarlosFGalan
 qué pasa? ¿Usted no tenía la fórmula mágica para resolver todo, incluyendo la inseguridad?

¿Qué pasa que ya la gran prensa no le achaca la inseguridad al alcalde de Bogotá?",Mexico,3,1,0,1,1,1,1,0,2,3,['miedo'],negativo,desastre,miedo,0.875
23063,Marcos Peckel,2024-06-01 23:34:19,"Que tramacazo el que le dio el electorado surafricano al partido gobernante, el histórico pero deslucido ANC. Nada ganó con su show, cortina de humo en la 
@CIJ_ICJ
 contra Israel, mientras que en el país no hay agua, ni luz, inseguridad y corrupción rampantes. Castigó divino",Mexico,1,0,0,1,0,0,1,0,0,4,"['miedo', 'confianza', 'repulsion']",negativo,corrupción,repulsion,0.656
23064,la hermana perdida de las Hadid,2024-06-01 22:34:02,"“Love is love” es una frase que no alcanza para vislumbrar lo que significa el amor desde la herida, desde la exclusión, desde el odio impuesto a unx mismx, desde la inseguridad, desde la ansiedad, desde la empatía radical y la imaginación de otras relaciones posibles",Mexico,6,4,2,0,0,6,3,1,2,7,"['miedo', 'tristeza']",negativo,odio,ira,0.953
23065,Felipe Harboe B,2024-06-01 20:05:28,En materia de seguridad la cuenta pública quedó al debe. Autocomplaciente  evaluación de lo hecho a pesar de que 9 de cada 10 personas se sienten inseguras. Nada estratégico ni que permita pensar que las condiciones de inseguridad cambiarán para bien. #masdelomismo,Mexico,1,0,1,4,1,0,0,0,1,1,['confianza'],neutro,hecho,confianza,0.727
23066,Lord Inario,2024-06-01 18:43:51,"Hasta este momento, 222 casillas NO serán instaladas mañana por causa de la inseguridad.

Sí, en el país donde habría paz mañana, esa es la realidad.",Mexico,1,0,3,1,0,0,0,1,1,1,['expectante'],neutro,mañana,expectante,0.648
